m_id,year,date,match_no,team1,team2,city,venue,toss_winner,toss_decision,t1_p1,t1_p2,t1_p3,t1_p4,t1_p5,t1_p6,t1_p7,t1_p8,t1_p9,t1_p10,t1_p11,t2_p1,t2_p2,t2_p3,t2_p4,t2_p5,t2_p6,t2_p7,t2_p8,t2_p9,t2_p10,t2_p11,winner,win_runs,win_wicket
2008,19,01-05-2008,19th match,Deccan Chargers,Kings XI Punjab,Hyderabad,Rajiv Gandhi International Stadium,Kings XI Punjab,bowl,VVS Laxman,Adam Gilchrist,Nuwan Zoysa,Shahid Afridi,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Sanjay Bangar,Doddapaneni Kalyankrishna,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,Ramnaresh Sarwan,Vikram Singh,S Sreesanth,Piyush Chawla,Shaun Marsh,Gagandeep Singh,Karan Goel,Kings XI Punjab,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,20,02-05-2008,20th match,Chennai Super Kings,Delhi Daredevils,Chennai,MA Chidambaram Stadium,Chennai Super Kings,bat,Stephen Fleming,Parthiv Patel,Muttiah Muralitharan,Makhaya Ntini,MS Dhoni,Joginder Sharma,Suresh Raina,Vidyut Sivaramakrishnan,Albie Morkel,S Badrinath,Manpreet Gony,Virender Sehwag,Shoaib Malik,Glenn McGrath,Dinesh Karthik,Gautam Gambhir,Mohammad Asif,AB de Villiers,Shikhar Dhawan,Rajat Bhatia,Pradeep Sangwan,Yo Mahesh,Delhi Daredevils,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,21,03-05-2008,21st match,Royal Challengers Bangalore,Deccan Chargers,Bengaluru,M.Chinnaswamy Stadium,Deccan Chargers,bowl,Rahul Dravid,Zaheer Khan,Anil Kumble,Mark Boucher,Jacques Kallis,Misbah-ul-Haq,Wasim Jaffer,Dale Steyn,Praveen Kumar,Virat Kohli,Bharath Chipli,VVS Laxman,Adam Gilchrist,Scott Styris,Shahid Afridi,Herschelle Gibbs,RP Singh,Rohit Sharma,Pragyan Ojha,Arjun Yadav,Sanjay Bangar,Paidikalva Vijaykumar,Royal Challengers Bangalore,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,22,03-05-2008,22nd match,Kings XI Punjab,Kolkata Knight Riders,Mohali,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bat,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,James Hopes,Vikram Singh,S Sreesanth,Piyush Chawla,Shaun Marsh,Gagandeep Singh,Karan Goel,Sourav Ganguly,Ajit Agarkar,Brad Hodge,Mohammad Hafeez,Umar Gul,David Hussey,Ishant Sharma,Wriddhiman Saha,Ashok Dinda,Laxmi Shukla,Debabrata Das,Kings XI Punjab,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,23,04-05-2008,23rd match,Mumbai Indians,Delhi Daredevils,Mumbai,Dr DY Patil Sports Academy,Delhi Daredevils,bowl,Sanath Jayasuriya,Shaun Pollock,Dwayne Bravo,Ashish Nehra,Robin Uthappa,Dhawal Kulkarni,Abhishek Nayar,Yogesh Takawale,Saurabh Tiwary,Rohan Raje,Dominic Thornely,Virender Sehwag,Shoaib Malik,Glenn McGrath,Dinesh Karthik,Gautam Gambhir,Mohammad Asif,AB de Villiers,Shikhar Dhawan,Rajat Bhatia,Pradeep Sangwan,Yo Mahesh,Mumbai Indians,29,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,24,04-05-2008,24th match,Rajasthan Royals,Chennai Super Kings,Jaipur,Sawai Mansingh Stadium,Chennai Super Kings,bat,Mohammad Kaif,Shane Warne,Shane Watson,Graeme Smith,Munaf Patel,Ravindra Jadeja,Yusuf Pathan,Sohail Tanvir,Swapnil Asnodkar,Siddharth Trivedi,Mahesh Rawat,Stephen Fleming,Parthiv Patel,Muttiah Muralitharan,Makhaya Ntini,MS Dhoni,Joginder Sharma,Suresh Raina,Vidyut Sivaramakrishnan,Albie Morkel,S Badrinath,Manpreet Gony,Rajasthan Royals,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,25,05-05-2008,25th match,Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,M.Chinnaswamy Stadium,Kings XI Punjab,bowl,Rahul Dravid,Zaheer Khan,Anil Kumble,Jacques Kallis,Misbah-ul-Haq,Cameron White,Wasim Jaffer,Dale Steyn,Praveen Kumar,Virat Kohli,Devraj Patil,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Ramnaresh Sarwan,James Hopes,Vikram Singh,S Sreesanth,Piyush Chawla,Shaun Marsh,Gagandeep Singh,Uday Kaul,Kings XI Punjab,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,26,06-05-2008,26th match,Chennai Super Kings,Deccan Chargers,Chennai,MA Chidambaram Stadium,Deccan Chargers,bowl,Stephen Fleming,Parthiv Patel,Muttiah Muralitharan,Makhaya Ntini,MS Dhoni,Joginder Sharma,Suresh Raina,Albie Morkel,S Badrinath,Manpreet Gony,Srikkanth Anirudha,Adam Gilchrist,Scott Styris,Shahid Afridi,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Arjun Yadav,Sanjay Bangar,Paidikalva Vijaykumar,Deccan Chargers,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,27,07-05-2008,27th match,Mumbai Indians,Rajasthan Royals,Mumbai,Dr DY Patil Sports Academy,Mumbai Indians,bowl,Sanath Jayasuriya,Shaun Pollock,Dwayne Bravo,Ashish Nehra,Robin Uthappa,Dhawal Kulkarni,Abhishek Nayar,Yogesh Takawale,Saurabh Tiwary,Rohan Raje,Dominic Thornely,Mohammad Kaif,Shane Warne,Shane Watson,Graeme Smith,Munaf Patel,Ravindra Jadeja,Yusuf Pathan,Sohail Tanvir,Swapnil Asnodkar,Siddharth Trivedi,Mahesh Rawat,Mumbai Indians,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,28,08-05-2008,28th match,Delhi Daredevils,Chennai Super Kings,Delhi,Feroz Shah Kotla,Chennai Super Kings,bowl,Virender Sehwag,Shoaib Malik,Glenn McGrath,Dinesh Karthik,Gautam Gambhir,Mohammad Asif,AB de Villiers,Manoj Tiwary,Shikhar Dhawan,Pradeep Sangwan,Yo Mahesh,Stephen Fleming,Lakshmipathy Balaji,Muttiah Muralitharan,MS Dhoni,Suresh Raina,Vidyut Sivaramakrishnan,Albie Morkel,Chamara Kapugedera,S Badrinath,Manpreet Gony,Palani Amarnath,Chennai Super Kings,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,29,08-05-2008,29th match,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,Eden Gardens,Kolkata Knight Riders,bat,Sourav Ganguly,Tatenda Taibu,Aakash Chopra,Brad Hodge,Murali Kartik,Umar Gul,David Hussey,Ishant Sharma,Wriddhiman Saha,Ashok Dinda,Laxmi Shukla,Rahul Dravid,Zaheer Khan,Anil Kumble,Mark Boucher,Shivnarine Chanderpaul,Cameron White,Dale Steyn,Praveen Kumar,Virat Kohli,Vinay Kumar,Jagadeesh Arunkumar,Kolkata Knight Riders,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,30,09-05-2008,30th match,Rajasthan Royals,Deccan Chargers,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,bowl,Mohammad Kaif,Shane Warne,Shane Watson,Graeme Smith,Munaf Patel,Ravindra Jadeja,Yusuf Pathan,Sohail Tanvir,Siddharth Trivedi,Niraj Patel,Mahesh Rawat,Adam Gilchrist,Scott Styris,Shahid Afridi,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Dwaraka Ravi Teja,Sanjay Bangar,Paidikalva Vijaykumar,Rajasthan Royals,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,31,10-05-2008,31st match,Chennai Super Kings,Kings XI Punjab,Chennai,MA Chidambaram Stadium,Kings XI Punjab,bowl,Stephen Fleming,Lakshmipathy Balaji,Muttiah Muralitharan,MS Dhoni,Suresh Raina,Vidyut Sivaramakrishnan,Albie Morkel,Chamara Kapugedera,S Badrinath,Manpreet Gony,Palani Amarnath,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Ramnaresh Sarwan,James Hopes,Vikram Singh,S Sreesanth,Piyush Chawla,Shaun Marsh,Karan Goel,Uday Kaul,Chennai Super Kings,18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,32,11-05-2008,32nd match,Deccan Chargers,Kolkata Knight Riders,Hyderabad,Rajiv Gandhi International Stadium,Kolkata Knight Riders,bat,Adam Gilchrist,Scott Styris,Chaminda Vaas,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Dwaraka Ravi Teja,Sanjay Bangar,Paidikalva Vijaykumar,Sourav Ganguly,Salman Butt,Tatenda Taibu,Aakash Chopra,Murali Kartik,Umar Gul,David Hussey,Ishant Sharma,Wriddhiman Saha,Ashok Dinda,Laxmi Shukla,Kolkata Knight Riders,23,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,33,11-05-2008,33rd match,Rajasthan Royals,Delhi Daredevils,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,bowl,Mohammad Kaif,Shane Warne,Shane Watson,Graeme Smith,Munaf Patel,Ravindra Jadeja,Dimitri Mascarenhas,Yusuf Pathan,Siddharth Trivedi,Niraj Patel,Mahesh Rawat,Virender Sehwag,Glenn McGrath,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Gautam Gambhir,AB de Villiers,Shikhar Dhawan,Amit Mishra,Pradeep Sangwan,Yo Mahesh,Rajasthan Royals,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,34,12-05-2008,34th match,Kings XI Punjab,Royal Challengers Bangalore,Mohali,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,bat,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,James Hopes,Vikram Singh,S Sreesanth,Piyush Chawla,Shaun Marsh,Tanmay Srivastava,Luke Pomersbach,Uday Kaul,Rahul Dravid,Zaheer Khan,Anil Kumble,Mark Boucher,Misbah-ul-Haq,Cameron White,Dale Steyn,Praveen Kumar,Virat Kohli,Vinay Kumar,Jagadeesh Arunkumar,Kings XI Punjab,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,35,13-05-2008,35th match,Kolkata Knight Riders,Delhi Daredevils,Kolkata,Eden Gardens,Kolkata Knight Riders,bat,Sourav Ganguly,Shoaib Akhtar,Salman Butt,Tatenda Taibu,Aakash Chopra,David Hussey,Ishant Sharma,Wriddhiman Saha,Ashok Dinda,Laxmi Shukla,Iqbal Abdulla,Virender Sehwag,Glenn McGrath,Tillakaratne Dilshan,Farveez Maharoof,Gautam Gambhir,AB de Villiers,Manoj Tiwary,Shikhar Dhawan,Amit Mishra,Pradeep Sangwan,Yo Mahesh,Kolkata Knight Riders,23,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,36,14-05-2008,36th match,Mumbai Indians,Chennai Super Kings,Mumbai,Wankhede Stadium,Mumbai Indians,bowl,Sachin Tendulkar,Sanath Jayasuriya,Shaun Pollock,Dwayne Bravo,Ashish Nehra,Robin Uthappa,Dhawal Kulkarni,Abhishek Nayar,Yogesh Takawale,Rohan Raje,Dominic Thornely,Stephen Fleming,Lakshmipathy Balaji,Muttiah Muralitharan,MS Dhoni,Joginder Sharma,Suresh Raina,Vidyut Sivaramakrishnan,Albie Morkel,Chamara Kapugedera,S Badrinath,Manpreet Gony,Mumbai Indians,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,37,15-05-2008,37th match,Delhi Daredevils,Deccan Chargers,Delhi,Feroz Shah Kotla,Deccan Chargers,bowl,Virender Sehwag,Glenn McGrath,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Gautam Gambhir,Mohammad Asif,Manoj Tiwary,Shikhar Dhawan,Amit Mishra,Rajat Bhatia,Adam Gilchrist,Scott Styris,Shahid Afridi,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Dwaraka Ravi Teja,Sarvesh Kumar,Paidikalva Vijaykumar,Delhi Daredevils,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,38,16-05-2008,38th match,Mumbai Indians,Kolkata Knight Riders,Mumbai,Wankhede Stadium,Mumbai Indians,bowl,Sachin Tendulkar,Sanath Jayasuriya,Shaun Pollock,Dwayne Bravo,Ashish Nehra,Robin Uthappa,Rajesh Pawar,Abhishek Nayar,Yogesh Takawale,Rohan Raje,Dominic Thornely,Sourav Ganguly,Shoaib Akhtar,Salman Butt,Ajit Agarkar,Aakash Chopra,Mohammad Hafeez,David Hussey,Ishant Sharma,Wriddhiman Saha,Ashok Dinda,Laxmi Shukla,Mumbai Indians,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,39,17-05-2008,39th match,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,Sawai Mansingh Stadium,Royal Challengers Bangalore,bowl,Mohammad Kaif,Shane Warne,Shane Watson,Graeme Smith,Munaf Patel,Ravindra Jadeja,Yusuf Pathan,Sohail Tanvir,Swapnil Asnodkar,Siddharth Trivedi,Mahesh Rawat,Rahul Dravid,Zaheer Khan,Anil Kumble,Abdur Razzak,Jacques Kallis,Misbah-ul-Haq,Cameron White,Praveen Kumar,Virat Kohli,Jagadeesh Arunkumar,Devraj Patil,Rajasthan Royals,65,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,40,17-05-2008,40th match,Delhi Daredevils,Kings XI Punjab,Delhi,Feroz Shah Kotla,Delhi Daredevils,bat,Virender Sehwag,Shoaib Malik,Glenn McGrath,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Gautam Gambhir,Shikhar Dhawan,Amit Mishra,Rajat Bhatia,Pradeep Sangwan,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,James Hopes,Vikram Singh,S Sreesanth,Piyush Chawla,Ramesh Powar,Shaun Marsh,Luke Pomersbach,Uday Kaul,Kings XI Punjab,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,41,18-05-2008,41st match,Kolkata Knight Riders,Chennai Super Kings,Kolkata,Eden Gardens,Kolkata Knight Riders,bat,Sourav Ganguly,Shoaib Akhtar,Salman Butt,Ajit Agarkar,Mohammad Hafeez,David Hussey,Ishant Sharma,Wriddhiman Saha,Ashok Dinda,Laxmi Shukla,Debabrata Das,Stephen Fleming,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Makhaya Ntini,MS Dhoni,Suresh Raina,Vidyut Sivaramakrishnan,Albie Morkel,S Badrinath,Manpreet Gony,Chennai Super Kings,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,42,18-05-2008,42nd match,Deccan Chargers,Mumbai Indians,Hyderabad,Rajiv Gandhi International Stadium,Deccan Chargers,bowl,Adam Gilchrist,Nuwan Zoysa,Shahid Afridi,Venugopal Rao,RP Singh,Rohit Sharma,Chamara Silva,Pragyan Ojha,Dwaraka Ravi Teja,Halhadar Das,Paidikalva Vijaykumar,Sachin Tendulkar,Sanath Jayasuriya,Dilhara Fernando,Dwayne Bravo,Ashish Nehra,Robin Uthappa,Abhishek Nayar,Yogesh Takawale,Rohan Raje,Pinal Shah,Dominic Thornely,Mumbai Indians,25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,43,19-05-2008,43rd match,Royal Challengers Bangalore,Delhi Daredevils,Bengaluru,M.Chinnaswamy Stadium,Delhi Daredevils,bowl,Rahul Dravid,Zaheer Khan,Anil Kumble,Jacques Kallis,Misbah-ul-Haq,Cameron White,Dale Steyn,Praveen Kumar,Balachandra Akhil,Bharath Chipli,Shreevats Goswami,Virender Sehwag,Glenn McGrath,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Gautam Gambhir,AB de Villiers,Shikhar Dhawan,Rajat Bhatia,Pradeep Sangwan,Yo Mahesh,Delhi Daredevils,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,20-05-2008,44th match,Kolkata Knight Riders,Rajasthan Royals,Kolkata,Eden Gardens,Rajasthan Royals,bowl,Sourav Ganguly,Salman Butt,Ajit Agarkar,Mohammad Hafeez,Umar Gul,David Hussey,Ishant Sharma,Wriddhiman Saha,Ashok Dinda,Laxmi Shukla,Debabrata Das,Mohammad Kaif,Shane Warne,Shane Watson,Graeme Smith,Munaf Patel,Ravindra Jadeja,Yusuf Pathan,Sohail Tanvir,Swapnil Asnodkar,Siddharth Trivedi,Mahesh Rawat,Rajasthan Royals,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,45,21-05-2008,45th match,Mumbai Indians,Kings XI Punjab,Mumbai,Wankhede Stadium,Mumbai Indians,bowl,Sachin Tendulkar,Sanath Jayasuriya,Shaun Pollock,Dilhara Fernando,Dwayne Smith,Ashish Nehra,Robin Uthappa,Abhishek Nayar,Siddharth Chitnis,Pinal Shah,Vikrant Yeligati,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,James Hopes,Vikram Singh,S Sreesanth,Piyush Chawla,Shaun Marsh,Tanmay Srivastava,Luke Pomersbach,Uday Kaul,Kings XI Punjab,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,46,21-05-2008,46th match,Chennai Super Kings,Royal Challengers Bangalore,Chennai,MA Chidambaram Stadium,Royal Challengers Bangalore,bat,Stephen Fleming,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Makhaya Ntini,MS Dhoni,Suresh Raina,Vidyut Sivaramakrishnan,Albie Morkel,S Badrinath,Manpreet Gony,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Misbah-ul-Haq,Dale Steyn,Praveen Kumar,Virat Kohli,Vinay Kumar,Balachandra Akhil,Shreevats Goswami,Royal Challengers Bangalore,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,48,23-05-2008,48th match,Kings XI Punjab,Deccan Chargers,Mohali,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowl,Yuvraj Singh,Mahela Jayawardene,Kumar Sangakkara,Vikram Singh,S Sreesanth,Piyush Chawla,Ramesh Powar,Shaun Marsh,Tanmay Srivastava,Luke Pomersbach,Gagandeep Singh,Adam Gilchrist,Scott Styris,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Chamara Silva,Pragyan Ojha,Dwaraka Ravi Teja,Sanjay Bangar,Paidikalva Vijaykumar,Kings XI Punjab,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,49,24-05-2008,49th match,Chennai Super Kings,Rajasthan Royals,Chennai,MA Chidambaram Stadium,Rajasthan Royals,bat,Stephen Fleming,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Makhaya Ntini,MS Dhoni,Suresh Raina,Albie Morkel,S Badrinath,Manpreet Gony,Abhinav Mukund,Mohammad Kaif,Kamran Akmal,Shane Warne,Graeme Smith,Munaf Patel,Yusuf Pathan,Sohail Tanvir,Swapnil Asnodkar,Taruwar Kohli,Dinesh Salunkhe,Pankaj Singh,Rajasthan Royals,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,50,24-05-2008,50th match,Delhi Daredevils,Mumbai Indians,Delhi,Feroz Shah Kotla,Delhi Daredevils,bowl,Virender Sehwag,Glenn McGrath,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Gautam Gambhir,Manoj Tiwary,Brett Geeves,Shikhar Dhawan,Amit Mishra,Yo Mahesh,Sachin Tendulkar,Sanath Jayasuriya,Shaun Pollock,Andre Nel,Dwayne Smith,Ashish Nehra,Robin Uthappa,Dhawal Kulkarni,Abhishek Nayar,Siddharth Chitnis,Pinal Shah,Delhi Daredevils,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,51,25-05-2008,51st match,Deccan Chargers,Royal Challengers Bangalore,Hyderabad,Rajiv Gandhi International Stadium,Deccan Chargers,bat,Adam Gilchrist,Chaminda Vaas,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Chamara Silva,Dwaraka Ravi Teja,Arjun Yadav,Sanjay Bangar,Paidikalva Vijaykumar,Rahul Dravid,Anil Kumble,Jacques Kallis,Misbah-ul-Haq,Cameron White,Wasim Jaffer,Dale Steyn,Virat Kohli,Vinay Kumar,Balachandra Akhil,Shreevats Goswami,Royal Challengers Bangalore,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,52,25-05-2008,52nd match,Kolkata Knight Riders,Kings XI Punjab,Kolkata,Eden Gardens,Kings XI Punjab,bat,Sourav Ganguly,Salman Butt,Aakash Chopra,Umar Gul,David Hussey,Ishant Sharma,Ajantha Mendis,Wriddhiman Saha,Ashok Dinda,Laxmi Shukla,Debabrata Das,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,James Hopes,Vikram Singh,S Sreesanth,Piyush Chawla,Ramesh Powar,Shaun Marsh,Tanmay Srivastava,Kolkata Knight Riders,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,53,26-05-2008,53rd match,Rajasthan Royals,Mumbai Indians,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,bowl,Mohammad Kaif,Kamran Akmal,Shane Warne,Shane Watson,Ravindra Jadeja,Yusuf Pathan,Sohail Tanvir,Swapnil Asnodkar,Siddharth Trivedi,Niraj Patel,Pankaj Singh,Sachin Tendulkar,Sanath Jayasuriya,Shaun Pollock,Dilhara Fernando,Dwayne Smith,Ashish Nehra,Robin Uthappa,Abhishek Nayar,Yogesh Takawale,Rohan Raje,Manish Pandey,Rajasthan Royals,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,54,27-05-2008,54th match,Deccan Chargers,Chennai Super Kings,Hyderabad,Rajiv Gandhi International Stadium,Deccan Chargers,bat,Adam Gilchrist,Scott Styris,Shahid Afridi,Herschelle Gibbs,Venugopal Rao,RP Singh,Pragyan Ojha,Dwaraka Ravi Teja,Arjun Yadav,Sarvesh Kumar,Paidikalva Vijaykumar,Stephen Fleming,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Makhaya Ntini,MS Dhoni,Suresh Raina,Albie Morkel,S Badrinath,Manpreet Gony,Abhinav Mukund,Chennai Super Kings,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,55,28-05-2008,55th match,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,M.Chinnaswamy Stadium,Mumbai Indians,bowl,Rahul Dravid,Anil Kumble,Mark Boucher,Misbah-ul-Haq,Cameron White,Dale Steyn,Praveen Kumar,Virat Kohli,Vinay Kumar,Balachandra Akhil,Shreevats Goswami,Sachin Tendulkar,Sanath Jayasuriya,Shaun Pollock,Dilhara Fernando,Dwayne Smith,Ashish Nehra,Robin Uthappa,Dhawal Kulkarni,Abhishek Nayar,Yogesh Takawale,Manish Pandey,Mumbai Indians,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,57,30-05-2008,1st Semi-Final,Delhi Daredevils,Rajasthan Royals,Mumbai,Wankhede Stadium,Delhi Daredevils,bowl,Virender Sehwag,Glenn McGrath,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Gautam Gambhir,Mohammad Asif,Manoj Tiwary,Shikhar Dhawan,Amit Mishra,Yo Mahesh,Mohammad Kaif,Shane Warne,Shane Watson,Graeme Smith,Munaf Patel,Ravindra Jadeja,Yusuf Pathan,Sohail Tanvir,Swapnil Asnodkar,Siddharth Trivedi,Mahesh Rawat,Rajasthan Royals,105,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,58,31-05-2008,2nd Semi-Final,Chennai Super Kings,Kings XI Punjab,Mumbai,Wankhede Stadium,Kings XI Punjab,bat,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Makhaya Ntini,MS Dhoni,Suresh Raina,Vidyut Sivaramakrishnan,Albie Morkel,Chamara Kapugedera,S Badrinath,Manpreet Gony,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,James Hopes,Vikram Singh,S Sreesanth,Piyush Chawla,Ramesh Powar,Shaun Marsh,Wilkin Mota,Chennai Super Kings,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,59,01-06-2008,Final,Chennai Super Kings,Rajasthan Royals,Mumbai,Dr DY Patil Sports Academy,Rajasthan Royals,bowl,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Makhaya Ntini,MS Dhoni,Suresh Raina,Vidyut Sivaramakrishnan,Albie Morkel,Chamara Kapugedera,S Badrinath,Manpreet Gony,Mohammad Kaif,Kamran Akmal,Shane Warne,Shane Watson,Munaf Patel,Ravindra Jadeja,Yusuf Pathan,Sohail Tanvir,Swapnil Asnodkar,Siddharth Trivedi,Niraj Patel,Rajasthan Royals,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,56,28-05-2008,56th match,Kings XI Punjab,Rajasthan Royals,Mohali,Punjab Cricket Association IS Bindra Stadium,Rajasthan Royals,bowl,Yuvraj Singh,Irfan Pathan,Kumar Sangakkara,James Hopes,Vikram Singh,S Sreesanth,Piyush Chawla,Ramesh Powar,Shaun Marsh,Luke Pomersbach,Wilkin Mota,Mohammad Kaif,Kamran Akmal,Younis Khan,Shane Watson,Munaf Patel,Yusuf Pathan,Siddharth Trivedi,Niraj Patel,Mahesh Rawat,Dinesh Salunkhe,Pankaj Singh,Kings XI Punjab,41,
2009,60,2009-04-18,1st match,Chennai Super Kings,Mumbai Indians,Cape Town,Newlands,Chennai Super Kings,bowl,Jacob Oram,Andrew Flintoff,Parthiv Patel,Matthew Hayden,MS Dhoni,Joginder Sharma,Suresh Raina,S Badrinath,Thilan Thushara,Manpreet Gony,Ravichandran Ashwin,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Sanath Jayasuriya,Lasith Malinga,Jean-Paul Duminy,Dwayne Bravo,Shikhar Dhawan,Abhishek Nayar,Rohan Raje,Pinal Shah,Mumbai Indians,19,

2009,61,2009-04-18,2nd match,Royal Challengers Bangalore,Rajasthan Royals,Cape Town,Newlands,Royal Challengers Bangalore,bat,Rahul Dravid,Anil Kumble,Kevin Pietersen,Dale Steyn,Ross Taylor,Robin Uthappa,Jesse Ryder,Praveen Kumar,Virat Kohli,Vinay Kumar,Balachandra Akhil,Shane Warne,Graeme Smith,Munaf Patel,Ravindra Jadeja,Tyron Henderson,Dimitri Mascarenhas,Yusuf Pathan,Swapnil Asnodkar,Niraj Patel,Mahesh Rawat,Kamran Khan,Royal Challengers Bangalore,75,

